Marital_status,Course,Nacionality,Admission_grade,Gender,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
Married,Basic Education,Portuguese,122.5,Female,19,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,Graduate
Single,Tourism,Portuguese,117.5,Female,18,0,6,9,4,11.25,0,0,6,13,2,12.5,0,Dropout
Single,Nursing,Portuguese,150.0,Female,19,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,Graduate
Single,Nursing,Portuguese,127.5,Female,19,0,7,8,6,13.741666666666667,0,0,8,9,7,14.9125,0,Graduate
Married,Management (evening attendance),Portuguese,140.0,Female,33,2,6,7,6,15.333333333333334,0,0,5,5,5,15.8,0,Graduate
Married,Management,Portuguese,130.0,Female,45,0,5,6,5,11.0,0,0,5,5,5,13.8,0,Graduate
Single,Social Service,Portuguese,133.3,Female,20,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,Graduate
Single,Advertising and Marketing Management,Portuguese,97.0,Female,28,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Nursing,Portuguese,112.0,Female,19,0,8,15,7,11.571428571428571,0,0,8,15,7,11.571428571428571,0,Graduate
Single,Tourism,Portuguese,123.6,Female,18,0,6,10,6,12.857142857142858,0,0,6,6,3,12.666666666666666,0,Graduate
Single,Tourism,Portuguese,130.5,Female,38,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,133.3,Female,19,0,5,5,5,13.0,0,0,5,5,5,13.2,0,Graduate
Single,Tourism,Portuguese,132.1,Female,21,0,6,9,5,11.0,0,0,6,8,5,12.0,0,Graduate
Single,Management,Portuguese,100.0,Female,21,0,5,12,3,12.0,0,0,5,12,1,15.0,3,Dropout
Single,Social Service,Portuguese,140.4,Female,22,0,6,6,5,12.6,0,0,6,6,6,13.0,0,Graduate
Single,Basic Education,Portuguese,141.7,Female,18,0,6,8,5,13.4,0,0,6,7,6,13.166666666666666,0,Graduate
Single,Social Service,Portuguese,119.7,Female,18,0,6,9,6,11.333333333333334,0,0,6,9,6,11.571428571428571,0,Graduate
Single,Equinculture,Portuguese,122.5,Female,25,0,5,14,4,13.5,2,0,5,10,4,14.25,0,Dropout
Single,Veterinary Nursing,Portuguese,140.0,Female,24,2,6,11,3,11.75,0,1,6,14,3,10.333333333333334,0,Dropout
Single,Nursing,Portuguese,119.4,Female,19,0,7,10,6,12.471428571428572,0,0,7,8,7,11.4625,0,Enrolled
Single,Animation and Multimedia Design,Portuguese,155.0,Female,24,11,17,19,11,12.909090909090908,0,9,13,15,9,13.555555555555555,0,Enrolled
Single,Management,Portuguese,119.1,Female,20,0,5,5,5,11.6,0,0,5,5,5,13.6,0,Graduate
Single,Management,Portuguese,122.7,Female,25,0,5,5,0,0.0,0,0,5,9,0,0.0,0,Dropout
Single,Management,Portuguese,117.9,Female,20,5,10,13,9,12.9,0,4,10,12,10,12.363636363636363,0,Graduate
Single,Nursing,Portuguese,130.0,Female,23,0,8,8,8,13.22,0,0,8,8,8,13.22,0,Graduate
Single,Nursing,Portuguese,120.0,Female,19,0,8,8,7,13.151428571428571,0,0,8,8,7,13.151428571428571,0,Graduate
Single,Agronomy,Portuguese,130.0,Female,29,0,6,13,3,12.75,0,0,6,8,3,11.333333333333334,0,Dropout
Single,Tourism,Portuguese,116.8,Female,21,0,6,8,6,11.333333333333334,0,0,6,8,4,12.25,0,Graduate
Single,Advertising and Marketing Management,Portuguese,123.4,Female,18,0,6,10,6,13.25,0,0,6,13,5,14.142857142857142,0,Graduate
Single,Communication Design,Portuguese,125.4,Female,19,0,6,7,5,12.4,0,0,6,6,5,12.4,0,Enrolled
Single,Journalism and Communication,Portuguese,127.2,Female,18,0,6,6,6,15.0,0,0,6,6,6,12.833333333333334,0,Dropout
Single,Veterinary Nursing,Portuguese,103.4,Female,19,0,5,6,5,14.4,0,0,5,6,5,13.0,0,Graduate
Single,Journalism and Communication,Portuguese,123.2,Female,18,0,6,12,1,11.0,0,0,6,12,0,0.0,0,Enrolled
Single,Management,Portuguese,124.1,Female,18,0,5,8,5,12.4,0,0,5,6,5,10.8,0,Graduate
Married,Oral Hygiene,Portuguese,99.5,Female,37,0,7,13,1,16.0,0,0,7,12,0,0.0,0,Dropout
Single,Management (evening attendance),Portuguese,124.9,Female,29,0,5,10,5,13.571428571428571,0,0,5,14,5,12.333333333333334,3,Graduate
Single,Communication Design,Portuguese,110.8,Female,18,0,6,6,6,11.833333333333334,0,0,6,6,6,12.5,0,Enrolled
Single,Social Service,Portuguese,118.9,Female,19,0,6,8,5,11.666666666666666,0,0,6,9,5,12.666666666666666,0,Graduate
Single,Social Service,Portuguese,118.8,Female,22,6,10,16,6,11.833333333333334,0,2,7,8,2,13.0,0,Dropout
Single,Tourism,Portuguese,137.0,Female,20,0,6,8,6,11.166666666666666,0,0,6,10,5,10.6,0,Graduate
Single,Social Service (evening attendance),Portuguese,100.0,Female,34,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Informatics Engineering,Portuguese,120.0,Female,30,8,12,17,8,11.75,0,6,12,19,6,12.166666666666666,2,Dropout
Single,Social Service,Portuguese,122.8,Female,18,0,6,7,6,14.0,0,0,6,7,6,14.0,0,Graduate
Single,Social Service,Portuguese,121.6,Female,18,0,6,6,6,12.833333333333334,0,0,6,6,6,12.0,0,Graduate
Single,Journalism and Communication,Portuguese,149.2,Female,18,0,6,11,4,12.25,0,0,6,10,3,11.666666666666666,0,Graduate
Single,Nursing,Portuguese,140.0,Female,18,0,8,8,7,14.828571428571427,0,0,8,8,7,14.828571428571427,0,Graduate
Single,Journalism and Communication,Portuguese,133.4,Female,19,0,6,7,5,11.4,0,0,6,8,5,12.8,0,Graduate
Single,Communication Design,Portuguese,126.2,Female,19,0,6,6,6,13.0,0,0,6,8,6,12.5,0,Graduate
Single,Nursing,Portuguese,127.8,Female,18,0,8,8,7,13.671428571428573,0,0,8,8,7,13.671428571428573,0,Graduate
Single,Agronomy,Portuguese,150.0,Female,21,0,6,9,6,12.666666666666666,0,0,6,8,5,12.8,0,Graduate
Single,Management,Portuguese,113.7,Female,20,0,5,10,2,10.0,0,0,5,12,1,13.0,0,Dropout
Single,Management,Portuguese,117.8,Female,20,0,5,10,5,13.5,0,0,5,8,5,12.333333333333334,0,Graduate
Single,Nursing,Portuguese,136.7,Female,19,2,7,8,7,12.67,0,1,8,8,8,13.55,0,Graduate
Single,Social Service,Portuguese,144.7,Female,20,0,6,8,6,14.5,0,0,6,7,6,15.428571428571429,0,Graduate
Single,Nursing,Portuguese,139.8,Female,18,0,7,7,7,13.685714285714283,0,0,8,8,8,15.3875,0,Graduate
Single,Basic Education,Portuguese,113.7,Female,20,0,6,8,5,11.0,0,0,6,10,3,10.666666666666666,0,Dropout
Married,Equinculture,Portuguese,140.0,Female,29,7,9,16,7,11.555555555555555,4,5,7,12,5,13.2,2,Dropout
Single,Nursing,Portuguese,142.3,Female,18,0,7,7,7,13.79714285714286,0,0,8,8,8,13.775,0,Enrolled
Single,Nursing,Portuguese,119.6,Female,20,0,7,8,7,14.00375,0,0,8,11,7,13.812857142857142,0,Graduate
Single,Management,Portuguese,123.7,Female,22,0,5,8,4,12.0,0,0,5,8,4,11.4,2,Graduate
Divorced,Social Service (evening attendance),Portuguese,143.0,Female,47,0,6,9,5,14.166666666666666,0,0,6,7,6,14.166666666666666,0,Graduate
Married,Management (evening attendance),Portuguese,100.1,Female,31,1,5,5,5,14.0,0,0,5,5,5,13.8,0,Graduate
Single,Communication Design,Portuguese,119.4,Female,21,0,6,7,5,13.8,0,0,6,6,6,12.833333333333334,0,Graduate
Single,Social Service (evening attendance),Portuguese,122.1,Female,21,0,6,8,5,12.8,0,0,6,10,6,11.857142857142858,0,Graduate
Married,Journalism and Communication,Portuguese,100.0,Female,24,0,6,6,6,12.166666666666666,0,0,6,6,6,13.833333333333334,0,Graduate
Single,Communication Design,Portuguese,113.9,Female,18,0,6,8,6,12.5,0,0,6,6,6,12.333333333333334,0,Enrolled
Single,Social Service (evening attendance),Portuguese,101.0,Female,32,0,6,9,4,12.0,0,0,6,12,4,11.5,0,Graduate
Single,Social Service (evening attendance),Portuguese,111.8,Female,19,0,6,8,6,10.833333333333334,0,0,6,9,6,11.5,0,Graduate
Single,Nursing,Portuguese,140.0,Female,24,0,8,8,8,13.385,0,0,8,8,8,13.385,0,Graduate
Single,Veterinary Nursing,Portuguese,124.4,Female,19,0,6,14,6,15.666666666666666,0,0,6,9,6,14.5,0,Graduate
Single,Agronomy,Portuguese,150.0,Female,19,0,6,9,6,14.333333333333334,0,0,6,7,6,13.833333333333334,0,Graduate
Single,Agronomy,Portuguese,140.0,Female,24,0,6,10,6,11.428571428571429,0,0,6,12,5,13.0,0,Enrolled
Single,Social Service,Portuguese,116.0,Female,18,0,6,9,6,11.666666666666666,0,0,6,8,6,11.666666666666666,0,Graduate
Single,Communication Design,Portuguese,135.6,Female,19,0,6,9,5,12.0,0,0,6,10,2,11.333333333333334,0,Dropout
Married,Nursing,Portuguese,121.0,Female,19,0,8,8,7,14.725714285714288,0,0,8,8,7,14.725714285714288,0,Graduate
Single,Journalism and Communication,Portuguese,118.7,Female,18,0,6,6,6,14.166666666666666,0,0,6,6,6,13.666666666666666,0,Graduate
Single,Social Service,Portuguese,125.7,Female,18,0,6,10,6,11.571428571428571,0,0,6,8,6,12.333333333333334,0,Graduate
Single,Oral Hygiene,Portuguese,107.1,Female,20,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,Graduate
Single,Nursing,Portuguese,125.5,Female,18,0,8,10,8,12.86,2,0,8,10,8,12.86,2,Graduate
Single,Advertising and Marketing Management,Portuguese,127.0,Female,18,0,6,10,6,12.25,0,0,6,9,6,13.714285714285714,0,Graduate
Single,Veterinary Nursing,Portuguese,113.5,Female,21,0,5,7,4,12.0,0,0,5,5,5,12.2,0,Graduate
Single,Nursing,Portuguese,154.4,Female,18,0,7,9,7,15.116666666666667,0,0,8,9,8,16.168888888888887,0,Graduate
Single,Advertising and Marketing Management,Portuguese,122.0,Female,18,0,5,6,2,12.5,0,0,5,6,4,10.25,0,Dropout
Single,Social Service,Portuguese,128.0,Female,19,0,6,11,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,115.5,Female,19,0,6,8,4,11.0,0,0,6,9,4,11.0,0,Enrolled
Single,Advertising and Marketing Management,Portuguese,117.2,Female,18,0,6,8,6,11.875,0,0,6,11,4,14.6,0,Graduate
Single,Equinculture,Portuguese,150.0,Female,34,1,5,6,1,11.0,0,0,5,5,0,0.0,0,Dropout
Single,Veterinary Nursing,Portuguese,155.3,Female,19,0,5,5,5,15.2,0,0,5,6,5,13.2,0,Graduate
Single,Equinculture,Portuguese,120.0,Female,19,2,6,7,5,11.6,0,1,6,12,2,11.0,0,Dropout
Single,Social Service,Portuguese,116.1,Female,26,0,6,6,6,14.833333333333334,0,0,6,7,6,15.142857142857142,0,Graduate
Single,Basic Education,Portuguese,118.9,Female,21,0,6,12,3,11.333333333333334,0,0,6,10,3,11.333333333333334,0,Dropout
Single,Management,Portuguese,127.3,Female,18,0,5,5,5,11.2,0,0,5,5,5,11.8,0,Graduate
Single,Basic Education,Portuguese,113.7,Female,20,0,6,8,5,13.4,0,0,6,9,5,13.666666666666666,0,Graduate
Single,Management,Portuguese,118.5,Female,25,0,5,12,2,10.5,0,0,5,5,0,0.0,0,Dropout
Single,Management,Portuguese,146.7,Female,18,0,5,5,5,16.2,0,0,5,5,5,16.4,0,Graduate
Single,Nursing,Portuguese,124.3,Female,18,0,7,7,7,14.542857142857144,0,0,8,11,8,14.88181818181818,0,Graduate
Single,Nursing,Portuguese,137.8,Female,19,0,7,7,7,13.694285714285714,0,0,8,9,8,14.355555555555554,0,Graduate
Single,Social Service,Portuguese,130.2,Female,18,0,6,8,6,11.285714285714286,0,0,6,10,6,11.857142857142858,0,Graduate
Single,Nursing,Portuguese,147.8,Female,20,0,7,11,6,11.757142857142856,0,0,8,12,6,13.083333333333334,0,Enrolled
Single,Veterinary Nursing,Portuguese,150.0,Female,26,0,3,3,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,100.0,Female,19,0,8,8,7,13.058571428571428,0,0,8,8,7,13.058571428571428,0,Graduate
Single,Nursing,Portuguese,155.6,Female,19,0,7,7,7,14.3,0,0,8,9,8,14.055555555555555,0,Graduate
Single,Management,Portuguese,117.4,Female,19,3,10,15,5,11.8,0,4,10,14,8,12.0,0,Graduate
Single,Veterinary Nursing,Portuguese,128.8,Female,19,0,5,9,3,10.333333333333334,1,0,5,8,3,13.0,0,Enrolled
Single,Tourism,Portuguese,117.5,Female,18,0,6,7,6,10.571428571428571,0,0,6,11,3,11.666666666666666,0,Graduate
Single,Nursing,Portuguese,120.4,Female,19,0,7,7,6,13.333333333333334,0,0,7,7,6,13.333333333333334,0,Graduate
Single,Social Service,Portuguese,130.9,Female,18,0,6,10,6,11.857142857142858,0,0,6,9,5,11.0,0,Graduate
Single,Basic Education,Portuguese,125.0,Female,18,0,6,9,5,12.6,0,0,6,8,5,11.4,0,Enrolled
Single,Veterinary Nursing,Portuguese,136.8,Female,18,0,5,11,5,14.0,3,0,5,7,5,11.6,0,Enrolled
Single,Basic Education,Portuguese,121.6,Female,18,0,7,12,5,12.0,0,0,7,9,6,12.666666666666666,0,Enrolled
Single,Informatics Engineering,Portuguese,151.0,Female,26,0,5,6,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Social Service,Portuguese,103.5,Female,20,0,6,7,6,12.0,0,0,6,7,6,13.0,0,Graduate
Single,Social Service (evening attendance),Portuguese,119.4,Female,19,0,6,6,6,12.666666666666666,0,0,6,6,6,11.666666666666666,0,Graduate
Single,Social Service,Portuguese,134.4,Female,18,0,6,6,6,12.166666666666666,0,0,6,9,6,13.666666666666666,0,Graduate
Single,Social Service,Portuguese,143.0,Female,19,3,6,6,6,13.333333333333334,0,2,6,6,6,14.666666666666666,0,Graduate
Single,Basic Education,Portuguese,110.0,Female,40,0,7,8,7,15.0,0,0,7,7,7,14.571428571428571,0,Graduate
Single,Nursing,Portuguese,132.5,Female,18,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,Graduate
Single,Social Service,Portuguese,114.7,Female,19,0,6,9,5,12.166666666666666,0,0,6,8,6,12.428571428571429,0,Graduate
Single,Equinculture,Portuguese,166.9,Female,18,0,5,9,4,11.25,0,0,5,6,4,12.5,0,Graduate
Single,Veterinary Nursing,Portuguese,125.9,Female,19,0,5,13,4,12.0,2,0,5,8,3,12.0,0,Enrolled
Single,Animation and Multimedia Design,Portuguese,178.3,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Married,Social Service (evening attendance),Portuguese,117.0,Female,33,0,6,7,6,12.833333333333334,0,0,6,8,6,12.857142857142858,0,Graduate
Single,Agronomy,Portuguese,150.0,Female,35,0,6,10,6,14.0,0,0,6,11,6,13.1,0,Graduate
Single,Management,Portuguese,130.0,Female,26,3,5,5,4,13.0,0,1,5,7,2,12.0,0,Enrolled
Single,Journalism and Communication,Portuguese,135.1,Female,18,0,6,7,6,13.5,0,0,6,8,6,12.5,0,Graduate
Single,Social Service,Portuguese,110.0,Female,36,10,16,24,13,10.692307692307692,1,9,13,19,9,12.307692307692308,0,Enrolled
Divorced,Management (evening attendance),Portuguese,136.2,Female,39,0,5,6,5,11.0,0,0,5,9,5,11.666666666666666,0,Graduate
Married,Social Service,Portuguese,116.0,Female,44,0,6,8,6,13.0,0,0,6,6,6,13.833333333333334,0,Graduate
Single,Social Service (evening attendance),Portuguese,100.0,Female,20,0,6,10,5,12.0,0,0,6,9,4,11.25,0,Enrolled
Single,Tourism,Portuguese,116.3,Female,24,0,6,9,4,12.6,0,0,6,6,4,11.5,0,Dropout
Single,Journalism and Communication,Portuguese,134.0,Female,20,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,Graduate
Single,Animation and Multimedia Design,Portuguese,124.2,Female,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Married,Nursing,Portuguese,134.5,Female,18,0,7,7,6,14.2,0,0,7,7,6,14.2,0,Graduate
Single,Tourism,Portuguese,120.7,Female,22,0,6,10,5,11.0,0,0,6,12,0,0.0,0,Dropout
Single,Veterinary Nursing,Portuguese,127.1,Female,18,0,6,7,6,15.0,0,0,6,7,6,16.428571428571427,0,Graduate
Single,Nursing,Portuguese,133.0,Female,24,0,7,9,6,12.585714285714284,0,0,8,9,7,13.44285714285714,0,Graduate
Single,Management (evening attendance),Portuguese,128.2,Female,33,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout
Single,Agronomy,Portuguese,130.0,Female,30,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Enrolled
Single,Veterinary Nursing,Portuguese,172.0,Female,26,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Basic Education,Portuguese,128.5,Female,18,0,6,7,6,11.666666666666666,0,0,6,10,6,11.833333333333334,0,Graduate
Single,Journalism and Communication,Portuguese,128.5,Female,19,0,6,13,3,12.666666666666666,0,0,6,12,2,10.0,0,Dropout
Single,Management,Portuguese,112.0,Female,20,0,5,10,3,10.333333333333334,0,0,5,9,4,11.0,2,Enrolled
Single,Veterinary Nursing,Portuguese,142.5,Female,22,7,11,18,8,13.5,0,4,9,16,7,13.714285714285714,0,Graduate
Single,Nursing,Portuguese,133.0,Female,19,0,7,8,5,13.98,0,0,7,8,5,13.98,0,Enrolled
Single,Veterinary Nursing,Portuguese,106.0,Female,21,0,6,13,6,16.153846153846153,0,0,6,10,6,15.75,0,Graduate
Single,Nursing,Portuguese,125.5,Female,21,0,7,7,6,14.033333333333331,0,0,7,7,6,14.033333333333331,0,Graduate
Single,Veterinary Nursing,Portuguese,131.2,Female,19,0,5,8,1,11.0,0,0,5,6,5,11.2,0,Enrolled
Single,Basic Education,Portuguese,112.9,Female,19,0,7,8,7,13.857142857142858,0,0,7,8,6,13.666666666666666,0,Graduate
Single,Nursing,Portuguese,124.8,Female,18,0,8,8,7,13.414285714285716,0,0,8,8,7,13.414285714285716,0,Dropout
Married,Social Service (evening attendance),Portuguese,140.9,Female,50,7,11,11,11,13.545454545454543,0,3,7,7,7,13.571428571428571,0,Graduate
Divorced,Management (evening attendance),Portuguese,148.0,Female,31,0,5,11,4,11.25,0,0,5,10,4,10.833333333333334,0,Enrolled
Single,Journalism and Communication,Portuguese,148.4,Female,19,0,6,6,6,13.833333333333334,0,0,6,7,6,14.428571428571429,0,Graduate
Divorced,Management (evening attendance),Portuguese,129.7,Female,35,0,5,8,5,12.0,0,0,5,9,5,12.857142857142858,0,Graduate
Married,Veterinary Nursing,Portuguese,128.2,Female,31,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Married,Social Service (evening attendance),Portuguese,104.0,Female,42,5,11,14,10,11.9,0,5,11,14,10,12.8,0,Enrolled
Single,Management,Portuguese,119.9,Female,34,0,5,5,0,0.0,0,0,5,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,141.0,Female,18,0,7,7,7,15.135714285714286,0,0,8,8,8,15.287499999999998,0,Graduate
Single,Basic Education,Portuguese,116.6,Female,18,0,7,7,7,12.285714285714286,0,0,7,8,6,13.333333333333334,0,Enrolled
Single,Veterinary Nursing,Portuguese,140.0,Female,21,2,6,16,5,12.666666666666666,0,1,6,15,2,13.5,0,Enrolled
Divorced,Nursing,Portuguese,140.0,Female,26,0,7,13,5,12.74,0,0,8,12,6,10.978571428571428,0,Dropout
Single,Nursing,Portuguese,100.0,Female,20,0,7,8,6,13.25,0,0,8,8,8,13.75,0,Enrolled
Single,Social Service,Portuguese,121.0,Female,19,0,6,13,3,10.333333333333334,0,0,6,12,3,10.333333333333334,0,Enrolled
Single,Basic Education,Portuguese,117.0,Female,19,0,6,7,6,13.428571428571429,0,0,6,6,6,13.166666666666666,0,Graduate
Single,Management,Portuguese,140.2,Female,20,6,11,19,9,12.555555555555555,0,3,9,14,8,11.11111111111111,0,Graduate
Single,Social Service,Portuguese,129.3,Female,19,0,6,8,6,11.5,0,0,6,7,6,11.166666666666666,0,Graduate
Single,Basic Education,Portuguese,145.3,Female,18,0,6,6,6,13.666666666666666,0,0,6,9,6,12.333333333333334,0,Graduate
Single,Management (evening attendance),Portuguese,146.2,Female,28,10,14,16,11,11.272727272727272,0,6,11,16,10,12.0,0,Graduate
Single,Basic Education,Portuguese,122.5,Female,22,0,6,10,5,13.166666666666666,0,0,6,8,5,12.4,0,Enrolled
Single,Social Service (evening attendance),Portuguese,156.1,Female,21,3,6,6,6,14.666666666666666,0,2,6,6,6,14.166666666666666,0,Graduate
Single,Veterinary Nursing,Portuguese,140.0,Female,21,0,6,11,4,12.75,0,0,6,19,1,11.0,0,Enrolled
Single,Nursing,Portuguese,140.0,Female,26,0,7,11,5,11.2,0,0,8,13,5,12.14,0,Enrolled
Single,Journalism and Communication,Portuguese,128.4,Female,18,0,6,8,5,13.0,0,0,6,8,5,11.4,0,Dropout
Single,Veterinary Nursing,Portuguese,115.0,Female,20,0,5,8,2,10.5,0,0,5,8,2,12.333333333333334,0,Dropout
Single,Veterinary Nursing,Portuguese,158.7,Female,18,0,6,7,6,14.857142857142858,0,0,6,7,6,14.0,0,Graduate
Single,Nursing,Portuguese,124.5,Female,19,0,8,11,7,12.86,0,0,8,11,7,12.86,0,Graduate
Single,Social Service,Portuguese,111.9,Female,20,5,11,12,11,11.727272727272728,0,5,11,14,11,12.0,0,Graduate
Single,Veterinary Nursing,Portuguese,150.0,Female,22,3,6,11,6,13.142857142857142,0,2,6,10,3,12.0,0,Graduate
Single,Advertising and Marketing Management,Portuguese,114.2,Female,18,0,6,6,5,11.8,0,0,6,9,4,13.714285714285714,0,Dropout
Single,Management,Portuguese,96.0,Female,19,0,5,10,3,10.666666666666666,0,0,5,9,0,0.0,3,Dropout
Single,Communication Design,Portuguese,128.9,Female,18,0,6,9,5,11.6,0,0,6,8,4,11.2,0,Enrolled
Single,Tourism,Portuguese,121.7,Female,20,0,6,13,3,10.333333333333334,0,0,6,12,3,10.333333333333334,0,Enrolled
Single,Journalism and Communication,Portuguese,114.8,Female,19,0,6,11,4,12.25,0,0,6,11,3,11.0,0,Enrolled
Single,Tourism,Portuguese,127.0,Female,19,0,6,6,6,12.0,0,0,6,7,4,12.75,0,Enrolled
Single,Nursing,Portuguese,131.3,Female,19,0,8,8,7,14.731428571428571,0,0,8,8,7,14.731428571428571,0,Graduate
Single,Animation and Multimedia Design,Portuguese,137.1,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Communication Design,Portuguese,120.0,Female,21,9,13,14,13,13.615384615384617,1,6,12,12,12,14.25,0,Graduate
Single,Management (evening attendance),Portuguese,139.0,Female,27,0,5,5,5,15.8,0,0,5,5,5,14.8,0,Graduate
Single,Social Service,Portuguese,129.1,Female,19,0,6,6,6,14.666666666666666,0,0,6,7,6,14.571428571428571,0,Graduate
Divorced,Veterinary Nursing,Portuguese,128.2,Female,25,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Nursing,Portuguese,120.8,Female,18,0,8,8,7,14.654285714285717,0,0,8,8,7,14.654285714285717,0,Graduate
Single,Nursing,Portuguese,135.8,Female,24,0,8,8,7,12.401428571428571,0,0,8,8,7,12.401428571428571,0,Graduate
Single,Nursing,Portuguese,118.9,Female,20,0,7,8,7,11.5875,0,0,8,9,7,14.071428571428571,0,Graduate
Single,Management (evening attendance),Portuguese,140.0,Female,26,3,5,5,5,14.0,0,1,5,5,5,15.6,0,Graduate
Single,Social Service,Portuguese,127.1,Female,20,0,6,9,6,12.333333333333334,0,0,6,6,6,11.833333333333334,0,Graduate
Single,Veterinary Nursing,Portuguese,137.0,Female,18,0,5,5,5,14.0,0,0,5,6,5,15.4,0,Graduate
Single,Veterinary Nursing,Portuguese,127.4,Female,19,0,6,13,6,15.23076923076923,0,0,6,10,6,12.375,0,Graduate
Single,Basic Education,Portuguese,97.0,Female,23,0,6,9,5,11.6,0,0,6,9,3,11.0,0,Dropout
Single,Nursing,Portuguese,126.3,Female,18,0,7,7,6,11.6,0,0,7,7,6,11.6,0,Graduate
Single,Nursing,Portuguese,127.5,Female,18,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,126.6,Female,19,0,7,7,7,12.901428571428571,0,0,8,9,8,13.094444444444443,0,Graduate
Single,Management (evening attendance),Portuguese,120.0,Female,30,4,7,9,7,14.142857142857142,0,1,5,5,5,14.8,0,Graduate
Single,Veterinary Nursing,Portuguese,140.0,Female,29,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,131.5,Female,19,0,8,8,8,13.25375,0,0,8,8,8,13.25375,0,Graduate
Single,Oral Hygiene,Portuguese,112.2,Female,20,0,7,7,7,13.785714285714286,0,0,8,8,8,14.1,0,Graduate
Single,Nursing,Portuguese,150.5,Female,20,0,7,7,6,13.916666666666666,0,0,7,7,6,13.916666666666666,0,Graduate
Single,Advertising and Marketing Management,Portuguese,121.0,Female,19,0,6,8,6,13.5,0,0,6,9,6,13.571428571428571,0,Graduate
Single,Management,Portuguese,112.2,Female,20,0,5,8,3,11.333333333333334,0,0,5,12,2,10.666666666666666,0,Enrolled
,Veterinary Nursing,Portuguese,129.4,Female,21,0,5,8,0,0.0,4,0,5,12,0,0.0,4,Dropout
Single,Advertising and Marketing Management,Portuguese,114.4,Female,19,0,6,10,5,11.5,0,0,6,9,4,14.6,0,Graduate
Single,Nursing,Portuguese,120.3,Female,18,0,8,8,7,12.082857142857142,0,0,8,8,7,12.082857142857142,0,Graduate
Single,Social Service (evening attendance),Portuguese,120.0,Female,27,0,6,8,6,11.833333333333334,0,0,6,10,5,12.8,0,Graduate
Single,Management,Portuguese,114.5,Female,19,0,5,6,5,13.4,0,0,5,5,5,12.4,0,Graduate
Single,Nursing,Portuguese,127.8,Female,19,0,7,7,0,0.0,2,0,7,7,0,0.0,2,Dropout
Single,Journalism and Communication,Portuguese,124.6,Female,19,0,6,7,5,14.2,0,0,6,7,6,14.571428571428571,0,Graduate
Single,Nursing,Portuguese,130.3,Female,18,0,8,8,7,13.814285714285717,0,0,8,8,7,13.814285714285717,0,Graduate
Single,Tourism,Portuguese,118.2,Female,20,0,6,10,4,11.25,0,0,6,6,6,10.5,0,Enrolled
