Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,1st phase - general contingent,6,Management,Daytime,Secondary Edu,143.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,9,128.7,Yes,No,No,Yes,Male,No,23,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
Single,Change of course,2,Informatics Engineering,Daytime,Secondary Edu,115.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,9,6,112.2,Yes,No,Yes,Yes,Male,No,18,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 years old,1,Nursing,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,12th Year of Schooling,4,10,100.8,No,No,No,Yes,Male,No,24,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,133.1,Brazilian,Basic Ed. 3rd Cycle,12th Year of Schooling,9,9,105.0,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
Single,International student (bachelor),1,Equinculture,Daytime,Secondary Edu,133.1,Brazilian,12th Year of Schooling,12th Year of Schooling,4,4,100.0,No,No,No,Yes,Female,No,26,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Basic Education,Daytime,11th School not completed,133.1,Portuguese,Basic Ed. 1st Cycle,Unknown,0,0,115.5,No,No,No,Yes,Female,No,39,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,9,114.0,No,No,No,Yes,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary Edu,130.0,Santomean,Basic Ed. 2nd Cycle,Degree,9,2,137.0,Yes,No,No,Yes,Male,No,19,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 1st Cycle,12th Year of Schooling,5,5,124.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary Edu,132.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,7,7,120.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,135.0,Portuguese,12th Year of Schooling,Bachelor's Degree,9,1,134.3,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary Edu,115.0,Portuguese,Degree,Degree,2,2,111.5,Yes,No,Yes,No,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Prof. Higher Course,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,9,128.8,No,No,No,Yes,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,12th Year of Schooling,9,10,110.0,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,6,5,113.5,Yes,No,No,Yes,Female,No,36,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Divorced,Over 23 years old,1,Agronomy,Daytime,Other - 11th School,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,6,160.0,No,No,No,Yes,Female,No,43,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
Single,3rd phase - general contingent,1,Basic Education,Daytime,Secondary Edu,123.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,7,117.4,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Change of institution/course,1,Communication Design,Daytime,Secondary Edu,130.0,Portuguese,Degree,12th Year of Schooling,2,8,122.2,No,No,Yes,Yes,Female,No,20,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,2,Social Service,Daytime,Secondary Edu,122.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,4,7,118.2,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,113.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,4,106.7,Yes,No,No,Yes,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary Edu,111.0,Portuguese,Degree,Master's,4,3,108.2,Yes,No,No,Yes,Female,No,20,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,2,Basic Education,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,9,3,107.0,Yes,No,No,Yes,Female,No,20,No,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,142.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,6,7,136.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,2,Management,Daytime,Secondary Edu,123.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,4,7,115.3,Yes,No,No,Yes,Female,Yes,18,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,131.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,9,139.8,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary Edu,158.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,4,7,157.0,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,2,Nursing,Daytime,Secondary Edu,122.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,131.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
Single,Change of course,1,Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,5,100.0,No,No,No,Yes,Female,No,20,No,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary Edu,154.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,7,140.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general contingent,1,Management,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,3,3,113.4,No,No,No,Yes,Female,No,20,No,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,7,137.0,No,No,No,Yes,Female,No,18,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,127.0,Portuguese,Bachelor's Degree,Basic Ed. 3rd Cycle,4,5,121.8,No,No,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,12th Year of Schooling,4,5,131.0,Yes,No,No,Yes,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,2,Management,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,7,118.6,Yes,No,No,Yes,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,137.0,Portuguese,Degree,Basic Ed. 3rd Cycle,2,9,122.3,No,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,131.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,9,127.9,No,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,4,7,121.3,Yes,No,No,Yes,Female,No,19,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,6,Oral Hygiene,Daytime,Secondary Edu,122.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,5,117.1,Yes,No,No,Yes,Female,No,19,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Tech Specialization Course,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,160.0,Yes,No,No,Yes,Female,No,20,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,146.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,3,145.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,3,Social Service,Daytime,Secondary Edu,131.0,Portuguese,12th Year of Schooling,Technological Specialization,5,3,122.6,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary Edu,132.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,8,9,128.0,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary Edu,138.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,8,124.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general contingent,2,Communication Design,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,123.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,4,Management,Daytime,Secondary Edu,126.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,8,120.1,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary Edu,148.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,3,3,131.7,Yes,No,No,Yes,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Change of course,1,Social Service,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,7,133.2,No,No,No,Yes,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,117.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,3,9,109.3,No,No,Yes,No,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,5,113.0,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,153.0,Portuguese,12th Year of Schooling,12th Year of Schooling,141,175,157.9,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary Edu,117.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,4,7,112.1,No,No,No,Yes,Female,Yes,20,No,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
Single,3rd phase - general contingent,1,Nursing,Daytime,Secondary Edu,178.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,4,8,174.7,No,No,No,Yes,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary Edu,129.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,128.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,6,Journalism and Communication,Daytime,Secondary Edu,116.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,4,4,110.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
Single,Change of institution/course,1,Management,Daytime,Secondary Edu,99.0,Portuguese,Degree,12th Year of Schooling,3,3,99.7,Yes,No,Yes,No,Female,No,22,No,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,3,Social Service,Daytime,Secondary Edu,135.0,Portuguese,12th Year of Schooling,Other - 11th Year,9,10,121.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary Edu,141.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,7,131.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,5,Basic Education,Daytime,Secondary Edu,132.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,5,6,119.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,4,Tourism,Daytime,Secondary Edu,132.0,Portuguese,Other - 11th Year,Basic Ed. 3rd Cycle,9,9,124.7,Yes,No,No,Yes,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary Edu,113.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,9,10,117.2,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,134.0,Portuguese,Degree,Basic Ed. 3rd Cycle,2,10,128.8,No,No,No,Yes,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,136.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,9,131.5,No,No,No,Yes,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,136.0,Portuguese,Degree,Basic Ed. 1st Cycle,2,8,121.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,129.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,4,7,123.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary Edu,138.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,7,6,124.7,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,137.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,132.8,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
Single,Change of course,1,Basic Education,Daytime,Secondary Edu,115.0,Portuguese,Degree,Basic Ed. 1st Cycle,2,5,108.7,Yes,No,No,Yes,Female,No,21,No,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,129.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,6,6,138.1,No,No,No,Yes,Female,No,19,No,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,131.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,9,126.5,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,2,Social Service,Daytime,Secondary Edu,133.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,7,9,127.4,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,3,Social Service,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,9,10,123.6,Yes,No,No,Yes,Female,No,20,No,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,120.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,6,8,122.0,No,No,No,Yes,Female,Yes,24,No,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,4,1,118.2,No,No,No,Yes,Female,No,19,No,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,127.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,7,123.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary Edu,134.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,9,125.8,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,5,Basic Education,Daytime,Secondary Edu,132.0,Portuguese,Other - 11th Year,Other - 11th Year,4,4,123.3,Yes,No,No,Yes,Female,No,21,No,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary Edu,124.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,5,4,124.4,No,No,No,Yes,Female,No,19,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,7,7,126.0,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
Widower,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,170.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,6,6,170.0,No,No,Yes,Yes,Female,No,47,No,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,3,Social Service,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,7,8,121.5,No,No,No,Yes,Female,No,19,No,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Degree,130.0,Portuguese,Bachelor's Degree,Bachelor's Degree,1,1,130.0,No,No,No,Yes,Female,No,29,No,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate
Single,Change of course,1,Social Service,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,8,117.0,Yes,No,No,Yes,Female,No,21,No,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,7,130.0,Yes,No,No,Yes,Female,No,28,No,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
Single,2nd phase - general contingent,2,Oral Hygiene,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,3,10,108.0,No,No,No,Yes,Female,No,20,No,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,131.0,Portuguese,Bachelor's Degree,Basic Ed. 2nd Cycle,4,5,132.3,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate
Single,Transfer,1,Social Service (evening attendance),Evening,Secondary Edu,150.0,Portuguese,Basic Ed. 3rd Cycle,Bachelor's Degree,4,6,148.0,No,No,No,Yes,Female,No,26,No,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,8,122.6,Yes,No,Yes,No,Female,No,20,No,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,131.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,123.0,Yes,No,No,Yes,Female,Yes,18,No,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
Single,Over 23 years old,1,Basic Education,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,5,102.5,No,No,No,Yes,Female,No,27,No,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary Edu,123.0,Portuguese,Unknown,Unknown,90,90,113.3,Yes,No,No,Yes,Female,No,20,No,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,5,Basic Education,Daytime,Secondary Edu,141.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,5,133.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
